job_id,subtime,start_time,finish_time,waiting_time
28198,5224822,5230578.0,5230792.0,5756.0
28203,5224946,5230660.0,5230802.0,5714.0
28206,5225089,5230792.0,5231010.0,5703.0
28208,5225164,5230802.0,5231029.0,5638.0
28211,5225354,5231029.0,5231115.0,5675.0
28213,5225572,5231115.0,5231199.0,5543.0
28161,5222419,5228612.0,5231257.0,6193.0
28269,5230625,5230625.0,5231266.0,0.0
28218,5225774,5231199.0,5231565.0,5425.0
28279,5231535,5231535.0,5231684.0,0.0
28219,5225896,5231257.0,5231726.0,5361.0
28221,5226374,5231565.0,5231809.0,5191.0
28209,5225170,5231010.0,5231829.0,5840.0
28225,5226515,5231809.0,5231840.0,5294.0
28226,5226578,5231829.0,5231850.0,5251.0
28229,5226636,5231840.0,5232104.0,5204.0
28281,5231844,5231844.0,5232521.0,0.0
28223,5226379,5231726.0,5234247.0,5347.0
28255,5229389,5234247.0,5234365.0,4858.0
28257,5229597,5234365.0,5234508.0,4768.0
28252,5228905,5232104.0,5234516.0,3199.0
28268,5230529,5234516.0,5234634.0,3987.0
28265,5230288,5234508.0,5234703.0,4220.0
28270,5230726,5234634.0,5234759.0,3908.0
28272,5230999,5234703.0,5234818.0,3704.0
28250,5228583,5231850.0,5235154.0,3267.0
28287,5232501,5235201.0,5235223.0,2700.0
28283,5232079,5235154.0,5235230.0,3075.0
28288,5232528,5235228.0,5235233.0,2700.0
28284,5232214,5235230.0,5235318.0,3016.0
28289,5232581,5235281.0,5235444.0,2700.0
28290,5232606,5235306.0,5235450.0,2700.0
28286,5232353,5235318.0,5235714.0,2965.0
28318,5235797,5235797.0,5235999.0,0.0
28323,5236111,5236111.0,5236327.0,0.0
28297,5233011,5235711.0,5236363.0,2700.0
28325,5236356,5236356.0,5236648.0,0.0
28320,5235847,5235847.0,5236691.0,0.0
28328,5236710,5236710.0,5236770.0,0.0
28329,5236822,5236822.0,5236871.0,0.0
28330,5236823,5236823.0,5236966.0,0.0
28332,5236896,5236896.0,5237122.0,0.0
28277,5231322,5234759.0,5237168.0,3437.0
28296,5232894,5235594.0,5237233.0,2700.0
28301,5233911,5236611.0,5237280.0,2700.0
28307,5234669,5237369.0,5237440.0,2700.0
28309,5235078,5237778.0,5237796.0,2700.0
28310,5235159,5237859.0,5237883.0,2700.0
28311,5235199,5237899.0,5237909.0,2700.0
28331,5236895,5236895.0,5238019.0,0.0
